GENE_SYMBOL,GENE_ID_HGNC,DISEASE_LABEL,DISEASE_ID_MONDO,MOI,SOP,CLASSIFICATION,ONLINE_REPORT,CLASSIFICATION_DATE,GCEP
HMX1,HGNC:5017,oculoauricular syndrome,MONDO:0012802,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ebf66ec9-77a4-4e48-83a4-970639ad5373-2021-05-06T160000.000Z,2021-05-06T16:00:00.000Z,Retina
IDH3B,HGNC:5385,IDH3B-related retinopathy,MONDO:0800393,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5617e337-aa89-44a0-afe0-e142ced68619-2022-12-01T170000.000Z,2022-12-01T17:00:00.000Z,Retina
IFT140,HGNC:29077,IFT140-related recessive ciliopathy,MONDO:0100509,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b4bc5837-07d2-46e5-836e-500a978bbf25-2022-07-07T160000.000Z,2022-07-07T16:00:00.000Z,Retina
KIF11,HGNC:6388,"microcephaly with or without chorioretinopathy, lymphedema, or intellectual disability",MONDO:0007918,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aabff7c5-06ad-4602-a6f7-fef1bca0d1df-2021-07-01T160000.000Z,2021-07-01T16:00:00.000Z,Retina
LCA5,HGNC:31923,LCA5-related retinopathy,MONDO:0100445,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ece57d88-4307-420a-aedb-4b5900248ea1-2021-10-07T160000.000Z,2021-10-07T16:00:00.000Z,Retina
MERTK,HGNC:7027,MERTK-related retinopathy,MONDO:0800394,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b09e0755-aae3-47ef-b438-802285d5963b-2022-07-07T160000.000Z,2022-07-07T16:00:00.000Z,Retina
NMNAT1,HGNC:17877,NMNAT1-related retinopathy,MONDO:0800101,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a6733bc3-489d-413d-9dbe-1bca25f48d49-2021-11-04T160000.000Z,2021-11-04T16:00:00.000Z,Retina
NYX,HGNC:8082,NYX-related retinoapthy,MONDO:0800407,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c48083c5-2ef8-45ee-a97f-dc973d5d5072-2022-03-03T170000.000Z,2022-03-03T17:00:00.000Z,Retina
PCARE,HGNC:34383,PCARE-related retinopathy,MONDO:0800404,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afbc5168-51f6-4f69-bf41-41b9a1d9d665-2022-10-06T160000.000Z,2022-10-06T16:00:00.000Z,Retina
PCYT1A,HGNC:8754,spondylometaphyseal dysplasia-cone-rod dystrophy syndrome,MONDO:0012160,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eff306ea-95ff-4b4e-8597-f50849b1b4c2-2021-07-26T183711.748Z,2021-07-26T18:37:11.748Z,Retina
PDE6A,HGNC:8785,inherited retinal dystrophy,MONDO:0019118,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_165bc0fc-d0ce-4a74-a953-8d4687fbaa96-2022-12-01T170000.000Z,2022-12-01T17:00:00.000Z,Retina
PPT1,HGNC:9325,neuronal ceroid lipofuscinosis 1,MONDO:0009744,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8f72e2d3-f951-44da-a052-555d4f680114-2021-09-02T160000.000Z,2021-09-02T16:00:00.000Z,Retina
PRPF31,HGNC:15446,PRPF31-related retinopathy,MONDO:0800395,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_81f354cf-29c2-4955-a09d-735463f16a35-2022-07-07T160000.000Z,2022-07-07T16:00:00.000Z,Retina
RAB28,HGNC:9768,RAB28-related retinopathy,MONDO:0100448,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e8e3c7bd-3ee5-404d-98b0-75af6ec257d1-2021-11-04T160000.000Z,2021-11-04T16:00:00.000Z,Retina
RCBTB1,HGNC:18243,RCBTB1-related retinopathy,MONDO:0014955,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f356649e-e6d6-4ab6-9e78-3774404794ff-2022-06-02T160000.000Z,2022-06-02T16:00:00.000Z,Retina
RDH12,HGNC:19977,RDH12-related recessive retinopathy,MONDO:0800099,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bd51db77-53c3-4f89-9a4c-c92bbe182d7e-2022-03-03T170000.000Z,2022-03-03T17:00:00.000Z,Retina
RDH5,HGNC:9940,RDH5-related retinopathy,MONDO:0100443,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5399fd62-ca69-4665-b3ba-c15ceefbf6d9-2021-09-02T160000.000Z,2021-09-02T16:00:00.000Z,Retina
RGS9,HGNC:10004,bradyopsia,MONDO:0012033,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f90aa6cd-9e08-4fab-b6c3-570beb8232dd-2021-09-08T160000.000Z,2021-09-08T16:00:00.000Z,Retina
RLBP1,HGNC:10024,RLBP1-related retinopathy,MONDO:0100444,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d8c69db5-8d29-40af-85f0-59471ce0c62c-2021-06-03T160000.000Z,2021-06-03T16:00:00.000Z,Retina
RP1,HGNC:10263,RP1-related dominant retinopathy,MONDO:0800400,SD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_12feacf6-5c08-4cf7-9879-0ed6c134bf81-2022-09-01T160000.000Z,2022-09-01T16:00:00.000Z,Retina
RP1,HGNC:10263,RP1-related recessive retinopathy,MONDO:0800399,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8cbd531f-7c23-4745-a3da-38a2db421fc3-2022-07-07T160000.000Z,2022-07-07T16:00:00.000Z,Retina
RP2,HGNC:10274,RP2-related retinopathy,MONDO:0100442,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_75e3203d-3841-49eb-84d4-e6238eda55ea-2022-03-02T214941.540Z,2022-03-02T21:49:41.540Z,Retina
RPE65,HGNC:10294,RPE65-related recessive retinopathy,MONDO:0100368,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_375ffa04-a8d9-427e-8948-f913bc8ff68d-2022-05-24T214158.160Z,2022-05-24T21:41:58.160Z,Retina
RPE65,HGNC:10294,RPE65-related dominant retinopathy,MONDO:0100452,AD,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a45f0ada-a32b-406e-b714-790a0cd4a6a2-2022-02-07T024303.928Z,2022-02-07T02:43:03.928Z,Retina
RPGR,HGNC:10295,RPGR-related retinopathy,MONDO:0100437,XL,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_57ad94c7-d914-4a84-ab33-597c8d4bafdd-2022-08-05T160000.000Z,2022-08-05T16:00:00.000Z,Retina
RS1,HGNC:10457,X-linked retinoschisis,MONDO:0010725,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_061adaaf-8b09-42e4-ae31-9b9c03d6e944-2020-12-18T165803.135Z,2020-12-18T16:58:03.135Z,Retina
SNRNP200,HGNC:30859,SNRNP200-related dominant retinopathy,MONDO:0800098,AD,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_41acb15c-18a0-412b-a308-66a7f4e2837a-2022-05-24T160000.000Z,2022-05-24T16:00:00.000Z,Retina
TIMP3,HGNC:11822,Sorsby fundus dystrophy,MONDO:0007640,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8594a02c-c0f3-4542-b6d3-f089ba94417e-2021-07-02T174320.328Z,2021-07-02T17:43:20.328Z,Retina
TRPM1,HGNC:7146,TRPM1-related retinoapthy,MONDO:0800402,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5ecc95d2-f47b-4238-9475-2bd96f4b92db-2022-10-06T160000.000Z,2022-10-06T16:00:00.000Z,Retina
TSPAN12,HGNC:21641,TSPAN12-related vitreoretinopathy,MONDO:0100484,SD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9c7915a6-c4eb-47c7-9c51-a81279b6e6a4-2022-03-02T222900.086Z,2022-03-02T22:29:00.086Z,Retina
VCAN,HGNC:2464,Wagner disease,MONDO:0007740,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d1ea2623-463f-40f1-befb-5dfde7abc784-2021-07-26T183919.943Z,2021-07-26T18:39:19.943Z,Retina
CDKL5,HGNC:11411,CDKL5 disorder,MONDO:0100039,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a80cd86d-b085-4f35-9379-12a53ef367e2-2018-07-02T145731.072Z,2018-07-02T14:57:31.072Z,Rett and Angelman-like Disorders
FOXG1,HGNC:3811,FOXG1 disorder,MONDO:0100040,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3f14c6c5-b051-4c94-b9c6-3b80771eed22-2018-07-02T140827.839Z,2018-07-02T14:08:27.839Z,Rett and Angelman-like Disorders
MECP2,HGNC:6990,Rett syndrome,MONDO:0010726,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2df006ff-5ab4-4926-9b72-48909b09e608-2018-05-02T132629.570Z,2018-05-02T13:26:29.570Z,Rett and Angelman-like Disorders
SLC9A6,HGNC:11079,Christianson syndrome,MONDO:0010278,XL,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1d97fc8d-e744-449a-939c-386895c121cd-2018-05-02T160000.000Z,2018-05-02T16:00:00.000Z,Rett and Angelman-like Disorders
TCF4,HGNC:11634,Pitt-Hopkins syndrome,MONDO:0012589,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_096f830c-0065-456a-9e26-db54fd157981-2018-05-02T170000.000Z,2018-05-02T17:00:00.000Z,Rett and Angelman-like Disorders
UBE3A,HGNC:12496,Angelman syndrome,MONDO:0007113,AD,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df25de82-ea9a-4d86-8b42-6587a39650e3-2018-05-02T132344.716Z,2018-05-02T13:23:44.716Z,Rett and Angelman-like Disorders
ADA,HGNC:186,"severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency",MONDO:0007064,AR,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_664ba77c-3db6-47da-941e-316ac819432a-2020-11-19T170000.000Z,2020-11-19T17:00:00.000Z,SCID-CID
AK2,HGNC:362,reticular dysgenesis,MONDO:0009973,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_aba98528-8032-4dd4-bd1d-5381b102323c-2021-05-20T150257.066Z,2021-05-20T15:02:57.066Z,SCID-CID
CD247,HGNC:1677,immunodeficiency 25,MONDO:0012426,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_438b6c1f-edc0-4a81-9c82-39627e5a69cd-2022-03-11T140552.812Z,2022-03-11T14:05:52.812Z,SCID-CID
CD3D,HGNC:1673,immunodeficiency 19,MONDO:0014280,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3d59cf46-9acb-42f7-92da-d17113d39b38-2022-05-10T185446.511Z,2022-05-10T18:54:46.511Z,SCID-CID
CD3E,HGNC:1674,immunodeficiency 18,MONDO:0014278,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_29d6bb32-65b3-4c78-9c94-da71cc591565-2021-01-26T172908.775Z,2021-01-26T17:29:08.775Z,SCID-CID
CD3G,HGNC:1675,combined immunodeficiency due to CD3gamma deficiency,MONDO:0014276,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8ea83aa7-473b-4670-88dd-36b1abe277f8-2021-07-15T160000.000Z,2021-07-15T16:00:00.000Z,SCID-CID
CD40LG,HGNC:11935,hyper-IgM syndrome type 1,MONDO:0010626,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4184ad10-d95f-4027-b75d-e4e11127febf-2021-03-22T154242.503Z,2021-03-22T15:42:42.503Z,SCID-CID
CD8A,HGNC:1706,susceptibility to respiratory infections associated with CD8alpha chain mutation,MONDO:0012161,AR,SOP9,Limited,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f770ad34-1c95-4454-92c7-26bff4404cc2-2022-08-18T160000.000Z,2022-08-18T16:00:00.000Z,SCID-CID
CIITA,HGNC:7067,MHC class II deficiency,MONDO:0008855,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0dab225e-0bdd-4f96-a351-4e490601ba15-2022-11-03T170000.000Z,2022-11-03T17:00:00.000Z,SCID-CID
CORO1A,HGNC:2252,severe combined immunodeficiency due to CORO1A deficiency,MONDO:0014168,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f55fde93-1b6e-4d03-b737-ecad8aa89ecf-2022-06-03T160000.000Z,2022-06-03T16:00:00.000Z,SCID-CID
DCLRE1C,HGNC:17642,severe combined immunodeficiency due to DCLRE1C deficiency,MONDO:0011225,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_603e0855-2b57-4463-a9b7-1c5d70089a4f-2021-02-18T154301.245Z,2021-02-18T15:43:01.245Z,SCID-CID
DOCK2,HGNC:2988,DOCK2 deficiency,MONDO:0014637,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_63c0fb9c-33a6-4590-91a1-8ebe3967c4a6-2022-11-17T180000.000Z,2022-11-17T18:00:00.000Z,SCID-CID
FOXN1,HGNC:12765,"T-cell immunodeficiency, congenital alopecia, and nail dystrophy",MONDO:0011132,SD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4518c986-fb1d-4f9a-a24a-ab38891a0162-2021-11-05T181626.460Z,2021-11-05T18:16:26.460Z,SCID-CID
IL2RG,HGNC:6010,T-B+ severe combined immunodeficiency due to gamma chain deficiency,MONDO:0010315,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_e4a8be06-e082-47c7-b005-956b51424fd2-2021-04-22T191103.318Z,2021-04-22T19:11:03.318Z,SCID-CID
IL7R,HGNC:6024,immunodeficiency 104,MONDO:0012163,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6bab0c36-592e-439c-bedf-4ec095fd47e8-2021-06-22T164843.040Z,2021-06-22T16:48:43.040Z,SCID-CID
JAK3,HGNC:6193,T-B+ severe combined immunodeficiency due to JAK3 deficiency,MONDO:0010938,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_669dcacf-8423-4507-a36c-feab049737b3-2020-12-18T200520.841Z,2020-12-18T20:05:20.841Z,SCID-CID
KDM6A,HGNC:12637,Kabuki syndrome 2,MONDO:0010465,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fb0b5b0f-d4c9-4c46-b4cc-2e516be7908d-2021-07-26T202903.760Z,2021-07-26T20:29:03.760Z,SCID-CID
KMT2D,HGNC:7133,Kabuki syndrome 1,MONDO:0007843,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_15029985-0c1a-4835-95fe-eb05dedaf85c-2021-10-21T145501.022Z,2021-10-21T14:55:01.022Z,SCID-CID
LAT,HGNC:18874,severe combined immunodeficiency due to LAT deficiency,MONDO:0044721,AR,SOP8,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_bf4a8572-c5ab-4a57-a9b3-ef1059180e8a-2022-05-10T135616.950Z,2022-05-10T13:56:16.950Z,SCID-CID
LCK,HGNC:6524,severe combined immunodeficiency due to LCK deficiency,MONDO:0014334,AR,SOP8,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3e301c04-c0a1-4e0f-a9e4-69a6bd4be915-2022-06-20T160000.000Z,2022-06-20T16:00:00.000Z,SCID-CID
LIG4,HGNC:6601,DNA ligase IV deficiency,MONDO:0011686,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3ec863c8-d668-4ebf-806e-e01f5a6407fe-2021-04-16T230148.883Z,2021-04-16T23:01:48.883Z,SCID-CID
MALT1,HGNC:6819,combined immunodeficiency due to MALT1 deficiency,MONDO:0014197,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_537efc87-5f45-489b-9aa0-6bd3e029754e-2022-07-21T160000.000Z,2022-07-21T16:00:00.000Z,SCID-CID
NHEJ1,HGNC:25737,Cernunnos-XLF deficiency,MONDO:0012650,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_765b118e-c60a-4696-b401-f63b3349d6d2-2021-05-20T151233.276Z,2021-05-20T15:12:33.276Z,SCID-CID
PRKDC,HGNC:9413,severe combined immunodeficiency due to DNA-PKcs deficiency,MONDO:0014423,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fff25ca1-bbe5-47d3-b672-4b675a9fa6f7-2022-02-01T151658.605Z,2022-02-01T15:16:58.605Z,SCID-CID
PTPRC,HGNC:9666,immunodeficiency 104,MONDO:0012163,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f4b09bbc-c749-45be-9f2a-1a54813b2906-2021-12-22T205504.201Z,2021-12-22T20:55:04.201Z,SCID-CID
RAG1,HGNC:9831,recombinase activating gene 1 deficiency,MONDO:0000572,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_f08ada81-650b-4764-99e4-f3156f67cbc9-2021-06-17T160000.000Z,2021-06-17T16:00:00.000Z,SCID-CID
RAG2,HGNC:9832,recombinase activating gene 2 deficiency,MONDO:0000573,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_4e9918ba-b94a-4526-bd99-09abef894225-2021-08-19T140520.555Z,2021-08-19T14:05:20.555Z,SCID-CID
RFXANK,HGNC:9987,MHC class II deficiency,MONDO:0008855,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_fbfd1148-ab31-4ab2-97bb-9b95387e9313-2022-11-17T180000.000Z,2022-11-17T18:00:00.000Z,SCID-CID
RMRP,HGNC:10031,cartilage-hair hypoplasia,MONDO:0009595,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c7328b31-364b-4a7c-aaed-731b582cb716-2021-07-27T155213.681Z,2021-07-27T15:52:13.681Z,SCID-CID
RNF168,HGNC:26661,RIDDLE syndrome,MONDO:0012764,AR,SOP9,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2eab353f-d7ed-4f22-883e-0b62c7bc4f9b-2022-08-08T170000.000Z,2022-08-08T17:00:00.000Z,SCID-CID
STAT3,HGNC:11364,STAT3-related early-onset multisystem autoimmune disease,MONDO:0014414,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_47daba8d-d94b-4efc-ac42-28d9dd81e891-2022-02-16T181712.967Z,2022-02-16T18:17:12.967Z,SCID-CID
STAT3,HGNC:11364,hyper-IgE recurrent infection syndrome 1,MONDO:0007818,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_beb3aa5b-240e-45d7-969a-9de3e5564457-2021-12-24T160548.234Z,2021-12-24T16:05:48.234Z,SCID-CID
STK4,HGNC:11408,combined immunodeficiency due to STK4 deficiency,MONDO:0013934,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0febeeb3-1a55-41c2-905c-c1d0619aa45b-2022-06-02T160000.000Z,2022-06-02T16:00:00.000Z,SCID-CID
TAPBP,HGNC:11566,MHC class I deficiency,MONDO:0011476,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a75f4ea4-61e9-4a22-a6e9-d67c8b7a02e4-2022-11-03T170000.000Z,2022-11-03T17:00:00.000Z,SCID-CID
TFRC,HGNC:11763,TFRC-related combined immunodeficiency,MONDO:0014760,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5d4f6437-081d-41e9-992a-afb73b72ef3b-2022-10-13T160000.000Z,2022-10-13T16:00:00.000Z,SCID-CID
TRAC,HGNC:12029,TCR-alpha-beta-positive T-cell deficiency,MONDO:0014160,AR,SOP9,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a49ea507-7acb-4bed-be28-140120adf9fe-2022-08-18T160000.000Z,2022-08-18T16:00:00.000Z,SCID-CID
TTC7A,HGNC:19750,multiple intestinal atresia,MONDO:0009465,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_80cadac5-067c-49e7-a021-ee4eec83984a-2021-10-21T184517.744Z,2021-10-21T18:45:17.744Z,SCID-CID
WAS,HGNC:12731,X-linked severe congenital neutropenia,MONDO:0010294,XL,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_49c66050-ab36-4359-8d78-b7ba5bef80d2-2021-11-18T171012.085Z,2021-11-18T17:10:12.085Z,SCID-CID
ZAP70,HGNC:12858,combined immunodeficiency due to ZAP70 deficiency,MONDO:0010023,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_486c47d2-e5a9-4527-a2cc-aaa43cd5c42f-2022-02-08T044813.125Z,2022-02-08T04:48:13.125Z,SCID-CID
CACNA1C,HGNC:1390,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_51dae85e-8745-48c1-8fb9-cabc2501d3fb-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome
CACNA2D1,HGNC:1399,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_896733cc-c686-4279-affb-e1860fd10ca2-2020-09-05T160000.000Z,2020-09-05T16:00:00.000Z,Short QT Syndrome
CACNB2,HGNC:1402,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eaa3adbb-5e58-4e9a-a142-76c93c65b917-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome
KCNH2,HGNC:6251,short QT syndrome,MONDO:0000453,AD,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_6b033c3f-04de-4806-a9f3-0b318082b32e-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome
KCNJ2,HGNC:6263,short QT syndrome,MONDO:0000453,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_9111653a-7d9c-4d0e-94d9-daaa208a0b05-2020-10-27T160000.000Z,2020-10-27T16:00:00.000Z,Short QT Syndrome
KCNQ1,HGNC:6294,short QT syndrome,MONDO:0000453,AD,SOP7,Strong,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_5000dde0-156c-45b0-87db-35a935c69cb7-2020-10-27T160000.000Z,2020-10-27T16:00:00.000Z,Short QT Syndrome
SCN5A,HGNC:10593,short QT syndrome,MONDO:0000453,AD,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_c89660b5-d048-48fb-9d35-6f78f8c2ff01-2020-10-27T160000.000Z,2020-10-27T16:00:00.000Z,Short QT Syndrome
SLC22A5,HGNC:10969,short QT syndrome,MONDO:0000453,AR,SOP7,Disputed,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b23b9707-bb3c-423d-b68e-54c57b991db6-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome
SLC4A3,HGNC:11029,short QT syndrome,MONDO:0000453,AD,SOP7,Moderate,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_b5f6fcca-f8a9-47c2-bae9-a72df92f3bd1-2020-08-03T160000.000Z,2020-08-03T16:00:00.000Z,Short QT Syndrome
ALPL,HGNC:438,obsolete adult hypophosphatasia,MONDO:0007798,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_03912003-38e1-45cc-a005-099e00dd3eec-2021-05-19T070000.000Z,2021-05-19T07:00:00.000Z,Skeletal Disorders
ALPL,HGNC:438,obsolete childhood hypophosphatasia,MONDO:0009428,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_354366d0-a7f6-472d-a7b2-4b16f6e328ac-2019-01-21T200000.000Z,2019-01-21T20:00:00.000Z,Skeletal Disorders
ALPL,HGNC:438,obsolete childhood hypophosphatasia,MONDO:0009428,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_52e23281-c9c5-42fe-a089-2652c3b849f8-2021-03-03T080000.000Z,2021-03-03T08:00:00.000Z,Skeletal Disorders
ALPL,HGNC:438,obsolete infantile hypophosphatasia,MONDO:0009427,AR,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_64fd43a0-1c7d-4f34-906c-570d800492bc-2021-06-02T205406.157Z,2021-06-02T20:54:06.157Z,Skeletal Disorders
COL1A1,HGNC:2197,osteogenesis imperfecta type 2,MONDO:0008147,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_0b093295-1c7c-4526-90eb-d6a9fff1cc75-2021-03-22T211103.977Z,2021-03-22T21:11:03.977Z,Skeletal Disorders
COL1A1,HGNC:2197,osteogenesis imperfecta type 1,MONDO:0008146,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_74914fec-a5c4-437c-8c83-66c9f1df3e6e-2021-03-16T235154.009Z,2021-03-16T23:51:54.009Z,Skeletal Disorders
COL1A1,HGNC:2197,osteogenesis imperfecta type 3,MONDO:0009804,AD,SOP8,Definitive,https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a51b8f9f-0e11-4d82-b454-15d27e974dd7-2021-06-24T204605.941Z,2021-06-24T20:46:05.941Z,Skeletal Disorders
